,Reviewer Name,Comment,Creation Date,Rating,Number of Likes,Profile URL,Shelf Name,Tag Names
9,Katherine Chinelli,"<strong>This is a MUST READ</strong><br /><br />This book blew my mind over and over and over. <br />Plusses: as an avid reader of self help i appreciated that the message was very simple and promoted going within instead of DO-ing more and more. Technically yes going within is doing something but it is something that actually makes you feel amazing afterward instead of just more busy work to fill your schedule. He uses real scientific info to back up every single claim he makes and provides replicable practices to help you find the amazing results on your own. <br />Just doing his heart coherence meditation and the energy center blessings has changed my life in measurable ways. As the mom of two under six I am always looking for a way to calm down, relax and yell less. Making these simple meditations my priority helps me sleep better, feel more refreshed after sleeping, have a calmer response to the chaos having kids brings, and has actually made me feel more open to playing with my kids and paying attention to them instead of rushing off to the next thing i have to do ""in order to be a good mom"". It feels incredible that doing less leads to more comfort, joy, feelings of satiation and wholeness.<br />My only complaint is the lengthy repetition of some concepts, because it gets a little tedious at times for us who don't quite care that much about the intricacies of the science behind it. But if you can get through all that it is so very worth it. I purchased the mind movie software after reading about it (and I've read about the influence of the subconscious in a bunch of other books too) and i love the software too. Maybe it's an upsell, but it's one I've been looking for a long time and i feel it already opening the doors of possibility. It all comes down to whether you're ready for such an incredible shift of daily narrative. Are you ready to stop being a victim of your life and start creating something you never even dreamed was possible? I believe its possible, and this is where you begin.",1514680780042.0,5,29,https://www.goodreads.com/user/show/72104397-katherine-chinelli,read,[]
10,Louise,"On the positive side, the book links neuroscience, buddhism and psychology together. Kudos for that. On the negative side, my ""bullshit sensor"" went off already in the very first chapter. It seems like Dr. Dispenza is very busy promoting himself (not only mentioning his events several times, but also his audio-recordings for the meditation sessions, the video thing which name I have forgotten and referring back to his own experiences) ... which I find rather boring and unnecessary. I know he wants to make his material seem legitimate by referring to lots of research and studies, but to me he comes across a bit desperate and ""too"" eager to prove his point. A wise man once told me ""show, don't tell"". Dr. Dispenza is doing the opposite of this. Dr. Dispenza boils down some ancient buddhist practices to ""imagine the future by meditating on it a couple of times and you will achieve whatever you want"". I think he forgot to tell people that 1) the process of meditating is more important than the outcome 2) it requires lots and lots of practice to achieve the heightened spiritual state of mind he is talking about. All in all, not a book I would recommend to anyone, really. ",1538904318786.0,1,21,https://www.goodreads.com/user/show/20891717-louise,read,[]
11,Kat,"First, this book was about 100 pages too long. It was repetitive with a lot techno/woo babble. There was some good information, but towards the last half I skimmed a lot because it was just a lot of stuff that was boring and unnecessary.<br /><br />Secondly, I didn't realize until after starting that I have read another book by Joe Dispenza, Breaking the Habit of Being Yourself, and I have the same problem with this book that I had with that one, which is that it heavily shills his other products. This book recommends you buy 5-6 meditations from his website that all cost $25 each, so after spending $15 on the book he expects you to spend another $125-$150. Thankfully all the meditations are on Youtube so I was able to try them (there are better meditations by other people on Youtube tbh), but not everyone will think to look there.<br /><br />And of course all of his miraculous testimonies took place at his paid events that run $500-$2000.<br /><br />The more I learn about 'Dr.' Joe Dispenza the more I'm convinced he's a scam artist, he just has that oily vibe to me.",1651543943096.0,1,19,https://www.goodreads.com/user/show/5977628-kat,read,['personal-development']
12,Jennifer,"I should not grade this book so harshly, some will find it useful, but I'll never finish it or use it as a reference. My main gripe is that the chakras are presented as if they are not an ancient yogic practice. Same with all the meditations; they have origins - while they don't need to be the focus of the book they most certainly shouldn't be presented as if Joe just discovered them. I may have skipped the section where he covers this and maybe I am being too harsh. I hope. Maybe he is just saying these are the practices that work for him and he hopes they work for others too. Really I just need to do a better job of practicing the meditations I do know and stop looking for a way to make it all so easy. ",1541097605425.0,1,19,https://www.goodreads.com/user/show/8703266-jennifer,read,[]
13,Alexandra,"Controversial book alert! <br /><br />Let me start off by saying this: I do not entirely believe in what he is preaching, but I do not entirely dismiss it either. I believe in the energy around us. I believe your attitude and outlook make a difference. Did listening to this audiobook make me join the cult following of Dr. Joe Dispenza? No. My rating is not related to my personal opinions of the subject matter, but instead, on the execution of the ideas and his blatant pushing of the reader to purchase his guided meditations or attend his workshops (which cost thousands of dollars). ~You can do anything! Here is all this content, oh and buy my meditations and attend my workshops, because you can do anything and your problems are all a result of your vibrational frequency!~ <br /><br />Dr. Joe Dispenza, your privilege is showing. A black single mother working two jobs to support her kids is NOT in the same position as a white male with rich parents who can afford to meditate for hours a day trying to manifest the future they want. I was shocked that there was no acknowledgement of this. Did it not cross his mind, or is he naïve enough to think it doesn’t matter? Even if you subscribe to his thinking and put health privilege aside, financial and racial privilege exist even in his realm of beliefs. <br /><br />Another big problem is it is WAY too long. The audiobook is just over 14 hours. It could have been less than half, easily. A quarter if you take out the propaganda for his products. <br /><br />That being said, there are many people who have been healed through his cult like following. That is amazing and I hope this way of approaching life reaches those who would benefit from it. However, I think it puts the blame on the person. If they don’t heal their physical ailments, it’s because they aren’t “doing it right"", and that is something I do not support. Some things, unfortunately, just cannot be cured. Ultimately, all we can do is our best. But I think there are numerous other manifestation, meditative, and energy related healing practices that are not as extreme, long, expensive, or cult-ish as his.",1661611392468.0,1,16,https://www.goodreads.com/user/show/83943266-alexandra,read,"['audiobook', 'faith', 'non-fiction-excluding-memoirs', 'self-help']"
14,Micki,"I’ve spent eight months reading this book, chewing on it, discussing it and putting the meditations into practice. According to my own experience, with lots of focus and due diligence, this book can change your life forever in a very positive way. <br /><br />First thing to note is that this is not a way to achieve greater health, success or anything else overnight. I write that in response to a previous review that expressed some disappointment at the way Dr. Joe pitches this as an easy way to totally turn your mind and life around. I did not get that from the book at all. <br />Although big life changes certainly can happen in a snap, it almost always takes a great amount of work. This book teaches you to re-wire your brain. Don’t expect to be a world-traveler-yoga-instructor-glowing-health-millionaire by the last page. <br /><br />I would not say the meditations are difficult. I would say that to get most people to sit down and attempt substantial meditation on the daily is damn near impossible. But that is what’s required for all of us to transcend, so it’s entirely up to the individual.<br /><br />All that said, my life is changed after experiencing this read. Several of the meditations in this book are among the most effective I’ve practiced in my 20 years meditating, and that was without downloading any of Dr. Joe’s audio - just following the instructions in the book. (Again, please note they do take some practice, even for experienced meditators.) It is a LOT of information, so I finished the last page this morning and will restart on page one this evening. I feel indebted to Dr. Joe for all he’s done in research, study and practice to bring us such incredible information. ",1552146859973.0,5,14,https://www.goodreads.com/user/show/75846840-micki,read,[]
15,Alex Mary,"Absolutely, wonderfully, life changing. This may just be the most powerful book I have ever read. ",1537048471128.0,5,14,https://www.goodreads.com/user/show/82109892-alex-mary,read,[]
16,Superbunny,"I'm almost to the end of the book and I give it 4 stars. The content is solid and I say this coz I already know this shit works since my mid 20s - way before I even heard of Joe Dispenza. Somehow I had intuitively come across the same process, but just never really understood how and why it worked and the science behind it. Have I used it regularly since? No, in fact rarely. Meditation does not come naturally for me so unless I'm in a desperate situation or really sick of where I am in life, I don't use this method. <br />I dropped 1 star because the entire chapter 8 was basically a marketing pitch to buy the Mind Movie program. I do not see how you need that. It's most likely just a slide show - something you can easily make using Power Point, or even your desktop screensaver or Adobe Premier. It doesn't have to be that specific program. And to be honest, the only difference here is you're meditating (in a trance) with your eyes open, instead of closed. You don't need it.<br /><br />In amazon, a lot of people people gave 3 stars or less coz of all the stuff he's trying to sell in this book, from his workshops to all his different meditation cd's (and there are many!). Truth be told most of his meditations follow the same format and if you've heard one, you've pretty much heard them all. The difference would only be 20%. If you guys don't want to buy check youtube, I found some there a couple of years ago. But if we're talking about manifesting, you don't really need to listen to a CD. You just have to know how to get to alpha or lower (meaning meditate) and then do the visualization combined with elevated emotion thing, that's all you need. And again, there are many free guided meditations on youtube that can help you get to alpha.<br /><br />His CDs and method would probably be more useful if you're trying to activate your kundalini. I haven't activated mine, if your goal is healing then you could benefit greatly from activating your kundalini. <br /><br />Lastly, to all the nonbelievers out there, I can assure you that what he's teaching here is nothing new. It's exactly what prayer is. I went to a Catholic school and this is exactly what they said. Pray to God, ask for what you want, then trust that it is done, and thank him for it. Isn't that the same concept? Intention+Gratitude (elevated emotion) <br />It's exactly what spell casting (in Wicca) is. You cast your spell and then you thank them and say so mote it be. And you shouldn't keep recasting your spell, you should let go (you can't keep on thinking about why is it not happening yet?). It's really the same concept which religions have used and abused to their own benefit. When in fact if you strip religion out of the equation, it will still work.<br /><br />ADDITIONAL BOOK RECOMMENDATION: For Joe Dispenza fans who practice his breathwork and are interested in kundalini activation and heart orgasms, I highly recommend Kundalini Exposed by SantataGamana. It explains everything in a clear way and presents straight-forward clear instructions on how to go about it. ",1513750174000.0,4,11,https://www.goodreads.com/user/show/7102844-superbunny,read,[]
17,Yates Buckley,"The author weaves three kinds of ingredients into an entertaining life philosophy that might help some people feel motivated enough to help themselves mainly through harmless (could be beneficial) meditation.<br /><br />The ingredients are:<br />- perversion of science and scientific method by means of a completely flawed understanding of what science is and how it works<br />- misuse of evidence, and language around evidence designed to provide assurance<br />- establishing of new languge and rituals that walk the line between existing uses of this same language<br /><br />This is a book designed to make you stupid, you might become happier, and solve your life problems but you will be a terrible scientist.<br /><br />Science is not what happens when you measure something strange and mysterious, science is what happens when the community of scientists argue and try to find simple reasons to explain that strangeness and eventually find a shared explanation they all agree on. Science is the boring consensus, not the bizarre outlier, despite what popularising science books have been trying to do by adding interesting stories.<br /><br />An interesting example is the reference to Rene Peoc’h and his baby chick experiment. This is not science until Rene does everything possible to openly share in questioning and finding explanations for the mechanism underlying his presumed ESP. The actual paper by Rene says almost nothing about the detail of its random number generator which is the crux of the reported effect.<br /><br />A good book for a skeptic to learn the dark arts of white magic in self help like texts...",1558861683090.0,1,11,https://www.goodreads.com/user/show/20947171-yates-buckley,read,"['curious', 'delete', 'unread-skimmed']"
18,Dave Biln,"""Becoming Supernatural"" by Dr. Joe Dispenza is a captivating exploration of the connection between our mind, body, and the potential for extraordinary transformation.<br /><br />In this book, Dr. Dispenza introduces readers to the concept of neuroplasticity and how we can rewire our brains to create profound positive changes in our lives. He offers various meditation and visualization techniques, along with scientific explanations, to guide readers on a path toward self-transformation.<br /><br />Through real-life stories, case studies, and scientific research, ""Becoming Supernatural"" encourages readers to break free from limiting beliefs, tap into their innate potential, and access higher states of consciousness. Dr. Dispenza explores the idea of stepping beyond the boundaries of our physical existence and into a realm where healing, abundance, and fulfillment become possible.<br /><br />While ""Becoming Supernatural"" dives into complex topics, Dr. Dispenza's writing style makes it accessible and engaging. Readers have reported profound shifts in their mindset, health, and overall well-being after implementing the practices outlined in the book.<br /><br />If you're seeking to explore the intersection of science, spirituality, and personal growth, ""Becoming Supernatural"" offers a thought-provoking and transformative journey that may expand your understanding of the power within you to create the life you desire.",1689017607567.0,4,11,https://www.goodreads.com/user/show/161509032-dave-biln,read,[]
19,Tadas Talaikis,"Long long ago I was indoctrinated into such a pseudoscience and lost a lot due to it. After understanding just one thing - law of large numbers, those beliefs vanished. That doesn't mean we know it all, but things mentioned here are just the consequences of a good imagination.<br /><br />How to make a pseudoscience and earn from it? Take one bias, let's say, one event, forgetting law of large numbers, then mix it with latest scientific discoveries (""quantum"" is best), don't think about it much. For example, forget what that quantum really means, just mix. And then apply that mix to the whole of the world.<br /><br />Why people believe without proof or prove at the first sight? Well, because it's too complex on brains not to :-D",1525890811416.0,1,11,https://www.goodreads.com/user/show/2780292-tadas-talaikis,read,['b-s']
20,Yelda Basar Moers,"One of the best books I’ve read about the mechanics of healing, meditation and energy medicine in a long time!",1582842249909.0,5,11,https://www.goodreads.com/user/show/3687216-yelda-basar-moers,read,"['creativity', 'empowerment', 'health-wellness', 'inspiration-mind-body', 'life-purpose', 'meditation', 'mind-body', 'mysticism', 'psychic-phenomena', 'self-help']"
21,Nati S,"Warning: this book will trigger the skeptic in you!<br><br>I made a picture to describe exactly how I feel about this book:<br><br><img src=""https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/hostedimages/1607449199i/30492432._SX540_.png"" class=""gr-hostedUserImg"" loading=""lazy"">",1607449078738.0,4,10,https://www.goodreads.com/user/show/60222708-nati-s,read,['would-skepticaly-recommend']
22,Karen Hood-Caddy,<strong>Great. As usual. </strong><br /><br />Very well researched and fascinating. I found it riveting! I'm going to read it again as there was so.much to digest!,1511577617091.0,4,8,https://www.goodreads.com/user/show/16111840-karen-hood-caddy,read,[]
23,Jim Razinha,"This was in the Audible recommendations for my wife. I decided to check it out for her (I don't do audio books.) And, it turned out almost immediately, save her from throwing away time. This might be the biggest load of bunk I’ve seen, and I’ve read Robert Anton Wilson, Emmanuel Velikovsky, Robert Lanza, Eckhart Tolle, Miguel Ruiz, Eben Alexander, Neale Walsch, Pete Egoscue, Bill O’Reilly, Glen Beck and other cranks and charlatans - one should try to read the stuff to see if there is anything of merit, and when shown there is not, to understand what the crazies out there are hawking and buying. <br /><br />Your first pseudoscience warning is the easiest: he's a chiropracter. Martin Gardner's 1952 analysis of chiropracty in <i>Fads and Fallacies in the Name of Science</i> is still the best. Your second could be the first paragraph of Gregg Braden's Foreward (calling some story about the 256 year old Li Ching-Yuen an ""account"" instead of a wild fantasy; and mentioning the Institute of Noetic Sciences with a straight face). Or it could be Dispenza's Introduction (""It became very clear that those skeptics and rigid scientists who hold their own beliefs about what is possible aren't going to like me or my work no matter what I do."") See Mr. Gardner's book again for the characteristics of a crank.<br /><br />This book is riddled - littered? - with pseudoscience to enhance its wild tales. It starts in the Introduction:<br />""Although the instrument we use to measure this is not approved by the scientific community in the United States, it has been acknowledged in other countries, including Russia. [...] <br />We have also assessed the invisible field of vital energy surrounding the body of thousands of students to determine whether they can increase their own light field."" <br /><br />WTF? And what is this mystery instrument? The last I knew, the ""scientific community"" is not a governing body and doesn't approve or disapprove of whatever pseudoscience somebody wants to play with.<br /><br />And then there is this:<br />""Other centers in your body besides the heart are also under the control of the autonomic nervous system—I call them energy centers. Each has its own frequency, its own intent or consciousness, its own glands, its own hormones, its own chemistry, its own individual little brain, and so its own unique mind. <br />I share these stories because I want to prime you for what is possible when we leave this realm of space-time (the Newtonian world we learned about in high school science class) and activate our pineal gland so we can move into the realm of time-space (the quantum world).""<br />Seriously? He's invoking an H.P.Lovecraft story as real? I detest when the pseudoscience purveyors use actual physics terms to try to lend credibility to their flimflam: ""...the quantum world—the fifth dimension. I want you to understand that there is an invisible field of energy and information that exists beyond this three-dimensional realm of space and time. [...] Chapter 11 opens your mind to what’s possible in the interdimensional world beyond the senses.""<br /><br />He tells a wacky story about his pineal gland and living ""two extended events"" in the past and future. Oh, and another about a past incarnation. A woman heals her cancer by meditating. There is a graph of squiggly lines purported to be energy frequencies associated with emotions (lust and pain are survival emotions with really low frequencies, apparently); no scale (although that word is in the graph title), no references. BTW, as far as I can tell, he doesn't mention how he measures the energies - must be that mystery machine.<br /><br />Now the thing about good purveyors of pseudoscience is that they mix actual science in with their stuff to distract, enhance, imply credibility, sometimes even run the Duane Gish approach so that it is too exhausting checking the veracity of the myriad of claims. I spot check the references (when provided - not surprisingly, the fuzzier claims usually have none). I checked some of Dispenza's sparse cites and some are real studies, some being actually pertinent to how he referenced them. (Note: NIH is a good place to look for a lot of the medical papers that are behind journal paywalls.) Dispenza follows up some explanation of physiological process. All sort of good enough until…<br /><br />…Chapter 3. He starts talking about physics and he transitions to mystical stuff. Oh dear. Try this: ""because once we disconnect from three-dimensional reality, we enter a whole other reality called the quantum, the realm of infinite possibility."" <i>The</i> ""quantum"" ? He's doing that thing where the cranks coopt real science. And then ""The quantum (or unified) field is an invisible field of energy and information—or you could say a field of intelligence or consciousness—that exists beyond space and time. "" WTAF? <br /><br />And ... ""Sometimes people will say to me that this idea seems a bit unscientific. I always answer them with the same question: What happens after an explosion—order or disorder? Their answer is always that disorder results. Then I ask: So why after the Big Bang, which was the biggest explosion ever, has so much order been created? Some intelligence must be organizing its energy and matter into form and unifying all the forces of nature to create such a masterpiece. That intelligence, that energy, is the quantum or unified field. "" No. No. NO!!! Jeez no! …physics tells us about gravity, electromagnetism and the strong and weak nuclear forces. No freaking “intelligence”. <br /><br />More of the pseudoscience: '...how scientists came to discover the quantum universe ..."" There is no “quantum universe”. There is this universe (enough science fiction here so don’t bring up a multiverse), in which quantum theories apply to some really small very fast things, relativistic theories to larger and fast things, and Newtonian mechanics are close enough for slow stuff. And don't try apologeticism and explain he meant <i>this</i> universe. He didn't. He's off in his own world.<br /><br />Okay, the book is full of pseudoscience with a sprinkling of actual science thrown in. Debunking nonsense is exhausting. Sifting through the texts, sorting what's real from what's pseudo, following up on references to determine if they're misused or misunderstood and, even more challenging, finding references (or none) for the wilder claims that go unreferenced by the author... Real scientists don't have the time to debunk every paper/book in which someone conscripts actual sciences for fuzzy, obfuscating purposes...nor should they have to. I’m an engineer philomath with a lifelong interest in science and I’ve taken enough for the team on this one. <br /><br />So, I'll just pull some of the wilder stuff from each chapter...<br /><br />Chapter 4 Blessing of the Energy Centers: <br />“Mind is the brain in action, so if each one of these energy centers has a plexus of neurons, then each has its own individual mind—or better said, each center has a mind of its own.” No, he’s not being figurative. <br /><br />“If you take that tissue and further develop it into a more specialized function, you form an organ, and an organ also has an invisible field of electromagnetic energy. That organ literally receives information from this invisible energy field. In fact, the memory of the organ actually exists in the field.<br />The way this can affect transplant patients is fascinating.<br />[…]<i>{stories about transplants carrying memories of the donors}</i>[…]<br />So in these cases, that information in the energy field surrounding the transplanted organ changed the expression of the energy field of the individual once the person had a transplant—its different light and different information mixing with the transplant patient’s preexisting field. The recipient can pick up on that information as memory in the field, and it influences their mind and their body. The energy, holding specific information, is influencing matter.” <i>{yes, this “scientific” author said that.}</i><br /><br />Chapter 5 Reconditioning the Body to a New Mind:<br />“The movement of your sacrum back and forth as you slowly breathe in and out, along with the sutures of the skull opening and closing, propagates a wave within the fluid of this closed system, and it slowly pumps that cerebrospinal fluid up your spine all the way to the brain, passing through four chambers called cerebral aqueducts or ventricles. ” <i>{Does he know nothing about anatomy?? Oh. Right. NM. Chiropracty. Then there is…}</i><br />“As you contract the intrinsic muscles of your lower body and at the same time take in a slow steady breath through your nose, while placing your attention on the top of your head, you accelerate the movement of the cerebrospinal fluid toward your brain and you begin to run a current through your body and up the central axis of the spine.”<br /><br />Chapter 6: Case Studies: Living Examples of Truth<br /><i>{more like Anecdotes of Dubious Veracity<br /><br />You know the drill “Buy my books. Pay for my seminars. You, too, can magically heal yourself of serious diseases, chronic pain, and more! in just one session! (But you should come back for more. I might give you a slight discount.)”}</i><br /><br />Chapter 7: Heart Intelligence <br />“We know that the heart, beyond its obvious role in sustaining life, is not simply a muscular pump that moves blood throughout our body but an organ capable of influencing feelings and emotions. The heart is a sensory organ that guides our decision-making ability as well as our understanding of ourselves and our place in the world.<br />[…]<br />You may well be wondering why it is that out of all the organs in the body (such as the spleen, liver, or kidneys), the heart is the only one to have intelligence.”<br /><br /><br />Okay. That’s enough. It gets worse. Much worse, and I’m reeling just looking at my highlights and comments. Showing a picture of a crop circle that looks like melatonin and asking ""maybe some is trying to tell us something. ... Is the crop circle an elaborate hoax? Or is somebody somewhere in another dimension trying to tell us something?"" (Yeah, the gullible will believe anything, even things admitted to be a hoax.) You’ll just have to laugh at Chapters 8-14 on your own. But you're better off reading something - anything- else. Rare one-star from me.",1662222056895.0,1,6,https://www.goodreads.com/user/show/5963979-jim-razinha,read,[]
24,Anca,"This book tries to be enlightening and scientific at the same time and it fails at both. It lacks the depth of spiritual text or the relevance of scientific research and it pretty much builds a sense of self importance by referencing itself or other services provided by the author again and again and again. <br />Why would you use 10 pages and 5 graphics to say something that can be perfectly understood from one phrase? I guess we'll never know. But honestly I got sick of hearing about the some body to no body in the unified field (with 3 explained graphics that show the exact same thing). And about the advanced workshops in Tulum where advanced students do the same technique that's been described 20 times before. I guess you could say reading this raised my cortisol levels (which is apparently what everyone thinks about when they encounter sickness or stress, at least in the stories he presents). <br />Now why it still gets two stars :<br />1 - the parts where it actually presents interesting information on biology and it presents the way it might link with spiritual knowledge (it would have been truly great if instead of praising his techniques and advanced workshops, he would have used the book to present his hypothesis on that more in depth) <br />2 - the breathing technique (I really enjoy breathing techniques and I did enjoy this one)",1564747958706.0,2,7,https://www.goodreads.com/user/show/27135560-anca,read,[]
