,Reviewer Name,Comment,Creation Date,Rating,Number of Likes,Profile URL,Shelf Name,Tag Names
25,Alina Vandenberghe,some stuff was interesting but i felt that he didn't have very good examples on placebo effects outside of people attending a million of his seminars. This was more of a marketing material for his seminars than an actual good book. I think he just needs to re-write it because there's some great material in it ,1534965009687.0,3,7,https://www.goodreads.com/user/show/66994489-alina-vandenberghe,read,[]
26,Morteza Khorram,ماورا طبیعی شدن هم علمی توضیح میده هم تکنیک های مراقبه رو یاد میده... برای کسی که به قدرت ذهن و تفکر اعتقاد داره، کتاب مناسبیه.<br />بنوعی تاثیر ماورای طبیعی رو اثبات میکنه.<br />مهمترین نکته که از این کتاب یادگرفتم، برقراری ارتباط بین ذهنیات و بقول عرفا عالم وهم با واقعیت بود که میبایست توسط یک حس صورت بگیره.<br />,1598982888691.0,5,5,https://www.goodreads.com/user/show/107258110-morteza-khorram,read,[]
27,Joshua Sells,One of my new all time favorites. And looking forward to his intensive online class. This will definitely become a cornerstone in my mental discipline practices.,1538358900483.0,5,7,https://www.goodreads.com/user/show/52167366-joshua-sells,read,[]
28,Tee Lundrigan,"Could not get past all the very obvious ""follow my link and purchase more from me "" Joe Dispenza had to offer.",1646878513887.0,1,7,https://www.goodreads.com/user/show/104538909-tee-lundrigan,did-not-finish,[]
29,Narilka,"If you've never heard of Joe Dispenza, I highly recommend looking him up in a quick internet search before reading this review. His self healing journey after a terrible car accident where doctors told him he'd never walk again is amazing. This book, <i>Becoming Supernatural</i>, acts as a guide to the power of the mind and how you can transform your life with meditation and mindfulness practices.<br /><br />This book has a lot of interesting ideas. Dispenza has a different take on the chakras that I found fascinating and I do want to try many of the meditations he presented. I also enjoyed how Dispenza relates parts back to actual scientific studies and experiences both from his own life and how people that attended his workshop have transformed their lives with using these techniques. <br /><br />Where the book started to lose me was when it read more like an advertisement for his workshop and other services. I get it, he needs to make a living. I just didn't need to be ""sold"" continuously. If I really like what I'm reading I'm naturally going to look up more information and will find his workshops. Secondly, the student stories presented give the impression that mastering meditation and self transformation is easy and quick instead of showing the hard work and time that goes into the process. Anyone new to meditation and mindfulness should look for a less advanced book on the subject before jumping in to <i>Becoming Supernatural</i>.",1644613900665.0,3,7,https://www.goodreads.com/user/show/60022503-narilka,read,"['read-in-2022', 'ebook']"
30,Trish Gannon,"<strong>Becoming Supernatural</strong><br /><br /> This book is for meditators who want to move to next level and understand technical explanation of how/why manifestation works.<br /> The meditation exercises, especially those accompanied by breathing techniques, are powerful. So is the walking meditation, which I practice during dog walks.<br /> I look forward to re-reading this book, and reading Dr. Dispenza’s other books. THEN I’m attending an advanced workshop and participating in global coherence meditation in November 2018. Enjoy!",1528955500853.0,5,6,https://www.goodreads.com/user/show/74315844-trish-gannon,read,[]
31,Lubinka Dimitrova,"Sometimes there is ""too much of a good thing"", and those constant referrals to buying the recorded meditations etc on his site are getting too annoying. I understand he makes a living out of it, but honestly, man, selling spirituality is kind of an oxymoron.",1604764361656.0,0,7,https://www.goodreads.com/user/show/3035194-lubinka-dimitrova,read,"['2020', 'aei-didaskomenos', 'audio', 'been-there-done-that', 'brainworx', 'fitness-health-wellbeing', 'general-non-fiction', 'male-author', 'me-myself-and-i', 'oh-no-not-you-again']"
32,Kimiya,خیلی از چیزها با عقل درک نمیشن ، چون راهشون با منطق نیست ، فقط ایمان و قلب باز میخواد کسایی که این دوتارو داشته باشن هرچیزی رو میتونن تجربه کنن ❤,1613814134760.0,5,6,https://www.goodreads.com/user/show/92985979-kimiya,read,[]
33,Kelli Pullisaar,BS :),1652456766927.0,1,6,https://www.goodreads.com/user/show/33813243-kelli-pullisaar,read,[]
34,Signe ,"I enjoyed the reiteration of old ideas along with new applications for brain retraining but I did not think it fair that every meditation he mentions (about 5) must be purchased separately. He gives a 2-minute description of them, but that's not the same as the 40 minutes he may spend explaining it plus the 40 min - 1.5 hrs per guided meditation MP3. If you buy just one, Tuning into New Potentials would be a good bet. Blessing the Energy Centres is a tad confusing and brings up Qs that there's nobody around to answer. The Pineal meditation is extremely long and I doubt most could get through it. TINP covers most of the material best, IMHO. The mind movies he discusses is not properly explained, but can be purchased as separate software (!?!) so I signed up and it's another whole MLM thing where you cant just buy the product, but must attend webcasts, etc. If you're very ill, it's a goose-chase of an endeavour. I'd also like to hear more on how to apply the teachings to this sub-set of people (not everyone can go outside, let alone walk, let alone do walking meditation). So, if he wants to make the program more accessible, there are many ways to that. Clever money-maker, though.",1523813249996.0,4,5,https://www.goodreads.com/user/show/5977494-signe,read,"['brain-mind', 'health']"
35,Cari Green,"Very, very repetitive. Pseudoscientific. Studies he sites and provides graphs for don’t seem to actually make sense. They’re not actually controlled and there are many other complicating factors. He doesn’t actually explain most of the scientific concepts he touches upon, which could be because he wants to dumb it down, or because he wants to be able to manipulate. I personally know people who’ve think his teachings are of great importance, but this was nearly unreadable for me. Maybe his other books are better, but there are too many other books out there to read. Some of the basic ideas are helpful, sure, but they’ve been written about in much clearer and demonstrative ways. I don’t disagree with what his teachings are necessarily, I just think someone following them in the way he presents could be lead very astray. At the end of the day, I think he’s mostly trying to sell his workshops. The information presented just isn’t good enough. ",1576530300502.0,1,5,https://www.goodreads.com/user/show/84502753-cari-green,read,[]
36,⚫Matin(ImmortalPersian)⚫,"This book reminds me totally of the book The Secret and so forth!<br />As a matter of fact, in the first half, I had expected the book to be a dull and useless one, however, it was way better than my expectations, and the moment Mr. Dispenza commenced and started to mention the law of attraction, I was absolutely thrilled and overjoyed.<br />it is hard to believe, however, the moment I started to read this galvanizing book, I was so gripped that it actually played an absolute beneficial impact on my viewpoint and perspective toward the world! <br />As far as I am concerned, I have become more optimistic and positive after going through the book and basically, it is widely believed that if you attract positivity in your life, you would be given positive outcomes and consequences by the divine power.<br /><br />Mar 2022 IRAN/TEHRAN",1646812903516.0,5,5,https://www.goodreads.com/user/show/124979483-matin-immortalpersian,read,"['inspiring-and-motivation', 'the-secret', 'anti-depression', 'health-سلامت', 'روانشناسی-و-زندگی', 'عرفان', 'spirituality', 'self-help', 'favorites']"
37,Daksh Jindal,This books was quite a learning curve for me both in the field of biology and spirituality. The way the author has connected spirituality to science is so convincing and impressive.<br /><br />Before this book I saw spirituality as an upto ne esoteric science which people followed blindly to escape their realities.<br /><br />But this book opened my mind and shoes the real value of meditations and spirituality both in terms of your health and career.<br /><br />I have been convinced by this book to meditate regularly and I really look forward to read more books by this author. Now spirituality makes a little sense to me and I think it will make complete sense when I will actually feel it’s real effects on my life.,1611475912863.0,4,5,https://www.goodreads.com/user/show/41024537-daksh-jindal,read,[]
38,Andra Mihăilescu,"O carte de dezvoltare spirituală dusă la un alt nivel, împletind spiritualitatea cu știința. Autorul motivează cu exemple științifice tot ceea ce spune, lucru care a făcut mai greu procesul de citire a cărții, din cauza terminologiei. Totuși am extras idei interesante și învățături din această carte. Cred că trebuie citită după multe alte cărți de dezvoltare spirituală citite.",1631803717841.0,4,5,https://www.goodreads.com/user/show/95972750-andra-mih-ilescu,read,[]
39,Zibi,"Ugh... I really have nothing against philosophizing about ""supernatural"" occurrences and about New Age beliefs and all the things connected to them. I also think we would learn a lot if these things weren't so stigmatized by the scientific community. However, I have something against people who claim they have found absolute truths; people who will use anything (as absurd and biased as it may be) as evidence to support their world view. People who use their scientific degrees and authority to make others believe in that same ""truth"". Even worse, people who make a load of money off of these ""truths"". Unfortunately, Dr. Joe Dispenza seems to be such a person. While he does cite some actual science (which is the only interesting part of the book tbh), it is up to the reader to check each individual source for it's reliability because Dispenza never mentions when a source is highly questionable and speculative. Once he gets his hands on something that reinforces his world-view, he just adds it to his belief system without question.<br />I'm sure he's not a bad person and I'm sure he really believes that his horrendously expensive workshops do help people (heck, they actually might). However, I don't like people (esp. people who claim to have some degree of authority) trying to shove dogmatism down my throat. I could go to church to get that for free.",1617524906568.0,1,4,https://www.goodreads.com/user/show/39458299-zibi,read,[]
40,Asungushe B.,"I have been forever looking for a book that makes the sense of it all, an all-encompassing integration of mind, heart, body and soul, a bridge from the logical to illogical, a conduit to supernatural.<br /><br />Enter Dr. Joe Dispenza. Not only he demystifies the ancient mystical information by making it relatable to contemporary practices such as prayer or meditation but backs it up with scientific evidence from quantum physics, neuroscience and epigenetics. To boot, he doesn't dump information but expertly takes you to that A-ha moment where you realize you can be anyone, be anywhere, and achieve anything.<br /><br />This book will instruct you how to achieve the optimal relationship with yourself, other people, the Earth, and the Divine. It will teach you how to change your genes - yes, that right - and get out of your own way to heal yourself and your loved ones, physically, emotionally, spiritually and psychologically. It will teach you that the Universe or God is always conspiring to make you the best you can be, all you can be. The wonder on earth. The masterpiece.<br /><br />I will be coming back to this book, again and again. Thanks Joe!",1629218389438.0,5,3,https://www.goodreads.com/user/show/8636775-asungushe-b,read,[]
41,Latasha,"If you want to try and change your physical maladies and bad situations with meditation and transcendental experiences... this is the book for you. If you have a hard time hearing that your “genetic expression” is all because of stress and external situations (and not a genetic condition), this book is not for you. <br /><br />Impressed by the science and the breakdown of concepts, but I fundamentally disagree with what he says and the conclusions he leaps to. My goal was to read 1 book that I disagree with this year, and I found it!",1572964626833.0,1,4,https://www.goodreads.com/user/show/3155533-latasha,read,"['instructional-how-to', 'library-audiobooks', 'popular-non-fiction', 'textbooks']"
42,Julia Lee,Enjoyed it but got bogged down. Didn't finish it. Too many other books to read took precedence.,1542597244080.0,3,4,https://www.goodreads.com/user/show/4295129-julia-lee,read,[]
43,Mahdi,یه کتاب فوق العاده هست که شما رو با نیروهای خفته درونتون آشنا میکنه و راهکارهای فوق العاده بهتون میده,1556363381292.0,5,3,https://www.goodreads.com/user/show/75687365-mahdi,read,[]
44,Ishani,This is phenomenal.,1620284354874.0,5,4,https://www.goodreads.com/user/show/108892786-ishani,read,[]
45,Logan Roberts,"Manifestation, quantum physics, and mindfulness 🫶🏻🫶🏻🫶🏻🫶🏻 dr joe dispenza gives some amazing advice backed up with research. Really going to try to incorporate some of his tips into my life 🙏🏻 ",1655661294138.0,5,4,https://www.goodreads.com/user/show/120851180-logan-roberts,read,[]
46,Hakim,"Some deep truths hidden in a lot of blah with a punch of vanity and obvious fraud.<br />or<br />""When religion meets capitalism""<br /><br />This is not an easy topic.<br />There are multiple sides to consider and I will take the approach from my own biography to explain my very mixed feelings towards this book.<br /><br />While part of me is a very rational, science focused person, another part of me is deeply involved in ancient wisdom traditions, both of the orient and occident. I have first-hand insight into vedic tantric practices and traditions as well as into the occult traditions of the west, namely of the ""Hermetic Order of the Golden Dawn"" practices (the hidden ones, not the ones you find in books or on websites) and I know that ""they work"", even if the reason they do work might be different from what these organizations and traditions claim the ""truth"" is.<br /><br />Another aspect is my academic background (I hold a Master degree in [comparative] Religious Studies, with a special focus on new religious movements and cults), which of course helps me in numerous ways to ""zoom out"" and not get caught up in belief systems that always narrow one's mind and objectivity.<br /><br />I had studied the religious-economic complex that is the ""New Age"" movement and Joe Dispenza's book clearly falls into that (wide) bracket of things.<br /><br />Let's start with what I really dislike about this book:<br /><br />1. Too much repetition, too long, badly structured<br />Reading this book is partly very painful, because it is full of endless repetitions of concepts and the author seems to like writing long paragraphs repeating and repeating things. The useful meditation techniques are hidden gems that one has to 'bookmark' in order to find them again, and best write the essential part into an external journal so they are actually practicable. Every chapter repeats a lot of content of previous chapters and I had the impression that part of the reason behind this (other than the fact that 'repetition drives ad recall') is an underlying urge of the author to re-assure himself and his audience about the legitimacy of what he is proposing, again and again. It's boring and time consuming and it made me stop reading for weeks on multiple accounts. <br /><br />In short, reading this book is a drag!<br /><br />2. Too much ""techno babble""<br />The author obviously is at least well informed about ancient wisdom traditions that I mentioned above. I wouldn't be surprised if he is a member of diverse occult orders or at least a practitioner of some of these ancient wisdom traditions. Yet in his book they get zero reference. All he does is coming from his own scientific background and displaying everything he shows in a way that seems as if he is the genius behind all of this. Which can't be true. He obviously stands on the shoulder of giants and connects dots between the occult and his scientific past. But he's not transparent about his sources. Instead, and I assume partly for marketing and sales reasons, he spins his own narrative, invents his own terminology and ""system"" and makes it appear as if he unearthed all these things. This is, in my opinion, not helping his agenda and I can only assume that he wants to avoid at all cost to be put into the ""magic and new age"" category.<br /><br />3. Insistence on all of this being ""science"" and a pinch of vanity, covering the obvious fraudster behind all of it<br />I find it actually pathetic that even his website is ""drjoedispenza"". Really? Dude, you left the scientific community the moment you entered the New Age complex. But he seems aware of it - on Google it becomes evident that he puts a lot of energy into SEO and avoiding the existence of even a Wikipedia article about him (at the time of writing this review, only a Spanish language one, very short, exists, which is strange). He made sure that the first search result page on Google is full of links that seem to underline his narrative of being a scientist who helps people unlock their power. <br /><br />One has to dig deeper and pro-actively look for criticism on Joe Dispenza in order to find out that he is a fraud - he is NOT a neuroscientist, how he makes it appear in his book, but a Chiropractor fallen from grace and losing his license. He is, in fact, a prime example of an aspiring cult leader, making a ton of money from running ""retreats"" and charging money for his meditation techniques.<br />It gets worse. While his book is full of success stories about people ""realizing their dreams"" and also finding healing, there are news stories out there about people dying of cancer because they preferred his teaching over chemotherapy...<br /><br />So, is there any good in it?<br />Well, that's the problem: yes. Provided one has the stamina to read through tons of technobabble and repetitive claims of ""science"" behind the exercises and those endless ""brain scans"" that apparently prove how his ""students"" (he should call them ""clients"", really, but that would be too obvious, wouldn't it?) changed their brain waves during meditations etc...<br /><br />Some of the exercises and concepts he explains are actually based in techniques and concepts one can find in hindu / vedic tantrism, and, to a higher level, in the meditation and visualization exercises of higher degrees and inner circles of the ""Golden Dawn"" occult secret society.<br /><br />But I admit he has a way to ""update"" these exercises and make them vividly accessible to a modern day audience, and that is the only credit I would give him.<br /><br />If one can skim through this book, taking notes of the ""How to"" of the exercises and then actually integrating them into a daily practice, one can most possibly benefit from it.<br /><br />Because the ""golden classics"" of the Dr. (again...) Joseph Murphy initiated ""positive thinking"" movement are only moderately effective. The unique value of Joe Dispenza's contribution, as I see it, lies in how he changes from static mantra repetitions and visualizations of images into his ""mind movies"" concept (which he didn't invent neither, by the way, and marries it with not only siting, but also standing and walking meditation.<br /><br />Creating a desirable future using the law of attraction (which is, in fact, just a way to re-program ones mindset and let go of harmful believes and trauma, leading to better decision making and increasing the possibility of success going forward, also by changing one's behavior in everyday situations) is in fact more powerful if one moves away from simple 'images and words' and goes ""full 3D, even 4D"", immersing oneself, also with enough elevated emotions, into a vision of a desired future that transcends the past and the present.<br /><br />The above paragraph is, from my point of view, actually all that this book is about, but that's of course not enough to sell courses, retreats and workshops, is it?",1659780758224.0,2,3,https://www.goodreads.com/user/show/38851513-hakim,read,[]
47,Симона,"Обичам тази книга и мога само да съжалявам, че бях на края ѝ, когато открих, че я има преведена и на български. Да четеш за вселенските закони, за неуловимата магия на мечтите, за силата на въображението само по себе си е вдъхновяващо. Обаче като вземеш това от нематериалния свят и го примесеш с научни обосновки и експерименти няма как да не ти даде съвсем нов вид въодушевление. Четеш и мечтаеш и то без да искаш. Свързваш се с малката вселена в самия себе си. Просто естествено припознаваш редовете на думите и ги разбираш въпреки сложността на терминологията и квантовата физика. <br /><br />Ще бъде препрочитана - това е сигурно. <br />5/5 ☆",1710743823539.0,5,3,https://www.goodreads.com/user/show/2882085,read,"['all-of-my-emotions', 'applied-psychology', 'astrology-and-destiny']"
48,Mafalda,DNF at 46%,1617541111233.0,2,3,https://www.goodreads.com/user/show/8591117-mafalda,read,[]
49,Robin Coral,"I enjoyed the meditation techniques in this book. Overall it’s a motivational reminder for connecting the mind, body and spirit. Here it’s referred to as mind, heart/body and energy fields. ",1617998304455.0,5,3,https://www.goodreads.com/user/show/69858326-robin-coral,read,[]
50,Anita Grandt,"I absolutely loved this book! There are so many things I have always imagined to be true and this book does a great job of explaining them with scientific data. From meditation to having transcendental experiences, this book will not only explain with great detail what they are but how to experience them. Dr. Joe Dispenza uses neuroscience to explain the effects of meditation on the brain and what it’s like to have a transcendental experience. He provides the science, biology, and chemistry of the organs, systems, and neurotransmitters that make this happen. <br /><br />I’ll admit some of the scientific data presented in this book was a bit hard to get through but he truly put in thorough information to help the reader understand. This isn’t a quick read, at least for me, I had to take my time and often re-read some sections to try and understand some of the scientific data backing up his claims. <br /><br />In addition to the scientific data, there are a handful of real life stories he shares of those who have practiced his meditations. I found these very enjoyable to read. One of the last ones at the end of the book I can relate to and I hope I can too experience. I am going through the realization that I will soon someday lose my father as he is battling stage 4 cancer. One person’s story was about being able to connect with a loved one after they had passed. This is something I have recently been trying to learn to do if it is in fact possible, which I have always hoped/ believed could be. <br /><br />Dr. Joe Dispenza gives step by step instructions on multiple different meditation techniques you can do at home. As someone who has struggled to truly meditate, this book has helped me understand what I was doing wrong and how to fix it. This is a great book for anyone on a spiritual journey or just looking to learn more about mindfulness and meditation with science to back it up. <br /><br />I’ll end with a quote from the book: <br />“When the mystery of the self is unveiled, we can wake up to the understanding that we are not linear beings living a linear life but instead dimensional beings living dimensional lives. The beauty behind the infinite probabilities that await us is that the only way we can change those futures is to change ourselves in the present infinite moment.” - Dr. Joe Deispenza",1641875697724.0,5,3,https://www.goodreads.com/user/show/53687611-anita-grandt,read,"['spirituality', 'life-changing-books', 'favorites', 'nonfiction', 'nonfiction-book-reading-challenge-2']"
51,Natanel,"I have some mixed feelings about the book. I did like the effort of the author to present and introduce the reader to meditation practices. He describes the effect of meditation in a phenomenological manner which I really like and can relate and he tries to give a scientific theory to explain the phenomenon.<br />This is where I get mixed feelings. I would say ok he’s taking risks by presenting ideas of scientific theories that could explain mediation effect . But it’s only a theory that has no base and no proofs. So maybe in the future his theories will be proven right or wrong , at least he’s presenting some theories to discuss. I would be concern for people who don’t have a background in physics to trust what’s written as a scientific proof. To be clear it is not. It’s a fun theory that uses scientific words and concepts to be presented but other than the verbiage there’s nothing scientific about it. <br />Other than this wanting I got bothered sometimes by the amount of advertisement for the workshop he’s running. I’m sure they help and are good to introduce people to meditation which can help a lot so why not.<br />Overall it’s a good work that covers a lot of topics around meditation. <br />I wouldn’t recommend to start with this if you’re new to meditation or if you look for science. I would recommend it for someone who likes to play with the ideas of trying to explain meditation effect with some scientific concepts such as quantum theory , relativity , multiple<br />Dimension , neuro biology etc...",1561681624035.0,3,3,https://www.goodreads.com/user/show/28867353-natanel,read,[]
52,Jen Bojkov,"To be fair- I was unable to finish this book because someone else put it on hold at my library. However, I agree with some of the other reviews I read that meditation and healing one's body with an intense, directed version of meditation is at best- a complex and time-consuming effort- not for the everyday person. I do believe that change can be effected- I personally have seen a drop in my blood pressure after dedicating myself to daily yoga and short meditation. But I'm not sure about reversing cancer (an example in the book) and other serious illnesses. I'd like to believe that is true, but it seems there is more involved than simply using meditation and creative visualization to reverse serious health conditions. I do believe that most people can probably take steps to improve both their health status and their mental state through daily attention through prayer, meditation, yoga, etc. and I will continue to explore that path.",1533227183283.0,2,3,https://www.goodreads.com/user/show/5441592-jen-bojkov,read,"['adult', 'non-fiction', 'self-help', 'spirituality', 'health']"
53,Allan Laal,"""Dr."" Joe Dispenza received a B.S. from Evergreen State College and his doctor of chiropractic degree from Life University { <a target=""_blank"" rel=""noopener nofollow"" href=""https://drjoedispenza.com/pages/about"">https://drjoedispenza.com/pages/about</a> }<br /><br />ergo: this is non-scientific bs. it might contain facts, but its presented by someone, who thinks chiropracty is real. He is NOT a scientist nor a doctor!!<br /><br />instead read books from real neuroscientists like Michael Gazzaniga, Phd or John Wilson Moore, Phd",1563307986106.0,1,3,https://www.goodreads.com/user/show/30713071-allan-laal,read,[]
54,مـريم,هذا كتاب عظيم لكلّ من ي��عى إلى أن يكون مدلّسًا غشّاشًا.<br />سأخفّف عنك عناء القراءة، كلّ ما عليك هو أن تحدّد تصوّرك منذ البدء، بحيث يكون واضحًا عند القارئ، ثم اخلط معه ما شئت من مصطلحات ومفاهيم، انس كلّ القوانين واحتمِ بالاستثناءات والخوارق، أو الأكاذيب، لا بأس في ذلك. رتّب هذا كله بحيث تبدأ بفكرة تتفرّع عنها فكرة أخرى، وهكذا دواليك، ثمّ سمّ حصيلتك هذه -المبنية على باطلٍ- علمًا.<br />مؤلف هذا الكتاب دجّال فعلًا!,1605291106517.0,0,3,https://www.goodreads.com/user/show/63583591,read,[]
55,Georgi Nenov,"This book is totally polarizing me - on one hand, it is gravitating around the importance of meditation and intentions, which I totally understand and agree with, on the other - gives extreme examples (""case studies"") about people that miraculously healed themselves, which sounds like pseudoscience. I wouldn't recommend this book to be read in a highly emotional state because ""a drowning man will clutch at a straw"". ",1607931544468.0,3,3,https://www.goodreads.com/user/show/57480815-georgi-nenov,read,[]
56,kodandi,Terrible. This is some hardcore cultural appropriation. The spiritual information is all taken from Hinduism (yoga and Vedanta) but there's no mention of any Hindu sources and it's an incredibly unsophisticated understanding of the Hindu source material. The rest is all pseudoscience that might have been interesting in the 70's but is really out of date.,1578622048052.0,1,3,https://www.goodreads.com/user/show/41100822-kodandi,read,[]
57,Beauty Boois,"From neuropsychology to quantum physics to epigenetics to meditation and pranayama - all forms of transcendence are covered in this book in a way that is simplistic and easy for anyone to understand! I loved every page, the guided meditation exercises and the new world is opened up for me. Absolutely amazing book!",1613762620500.0,5,3,https://www.goodreads.com/user/show/125437716-beauty-boois,read,[]
58,Allison,"5 stars for content, 2 stars for presentation. Dispenza has much to share and is an enthusiastic communicator, but he can be repetitive (after awhile, I started skimming chapters). This book could use a copy editor. Still, the information is incredibly valuable and I plan to do the meditations in the book and report back with an updated review.",1633046521874.0,3,3,https://www.goodreads.com/user/show/30019-allison,read,"['non-fic', '2021', 'new-age']"
59,Heidi Foster,This book was recommended to me by a dear friend. It has changed how I look at the world both inside and outside of me. I will probably read it again to understand the lessons more deeply. I would recommend it to anyone and everyone who is willing to learn and grow and understand prayer and spirituality in a deeper way.,1641239457978.0,5,3,https://www.goodreads.com/user/show/33480573-heidi-foster,read,"['biography', 'christian', 'non-fiction', 'real-life', 'religion', 'self-help']"
